collected_at,rank,name,appid,player_count
2026-02-24T04:15:01,24,"Grand Theft Auto V Enhanced",3240220,46383
2026-02-24T04:15:01,25,"Euro Truck Simulator 2",227300,24876
2026-02-24T04:30:02,1,"Counter-Strike 2",730,880136
2026-02-24T04:30:02,2,"Dota 2",570,547876
2026-02-24T04:30:02,3,"PUBG: BATTLEGROUNDS",578080,307107
2026-02-24T04:30:02,4,"Wallpaper Engine",431960,99934
2026-02-24T04:30:02,5,"ARC Raiders",1808500,73568
2026-02-24T04:30:02,6,"Apex Legends™",1172470,85828
2026-02-24T04:30:02,7,Terraria,105600,57542
2026-02-24T04:30:02,8,"Overwatch®",2357570,46405
2026-02-24T04:30:02,9,"Grand Theft Auto V Legacy",271590,68066
2026-02-24T04:30:02,10,"Geometry Dash",322170,36418
2026-02-24T04:30:02,11,"HELLDIVERS™ 2",553850,38107
2026-02-24T04:30:02,12,FiveM,2676230,56357
2026-02-24T04:30:02,13,"Marvel Rivals",2767030,38643
2026-02-24T04:30:02,14,"War Thunder",236390,54059
2026-02-24T04:30:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,30328
2026-02-24T04:30:02,17,"Battlefield™ 6",2807960,28766
2026-02-24T04:30:02,18,"Delta Force",2507950,99205
2026-02-24T04:30:02,19,Rust,252490,88050
2026-02-24T04:30:02,20,Mewgenics,686060,51422
2026-02-24T04:30:02,21,"Dead by Daylight",381210,32636
2026-02-24T04:30:02,22,"Stardew Valley",413150,57168
2026-02-24T04:30:02,23,Warframe,230410,44540
2026-02-24T04:30:02,24,"Grand Theft Auto V Enhanced",3240220,46766
2026-02-24T04:30:02,25,"Euro Truck Simulator 2",227300,25826
2026-02-24T04:45:02,1,"Counter-Strike 2",730,880923
2026-02-24T04:45:02,2,"Dota 2",570,548430
2026-02-24T04:45:02,3,"PUBG: BATTLEGROUNDS",578080,301576
2026-02-24T04:45:02,4,"Wallpaper Engine",431960,100017
2026-02-24T04:45:02,5,"ARC Raiders",1808500,73568
2026-02-24T04:45:02,6,"Apex Legends™",1172470,83290
2026-02-24T04:45:02,7,Terraria,105600,57542
2026-02-24T04:45:02,8,"Overwatch®",2357570,46218
2026-02-24T04:45:02,9,"Grand Theft Auto V Legacy",271590,69324
2026-02-24T04:45:02,10,"Geometry Dash",322170,37124
2026-02-24T04:45:02,11,"HELLDIVERS™ 2",553850,38107
2026-02-24T04:45:02,12,FiveM,2676230,56357
2026-02-24T04:45:02,13,"Marvel Rivals",2767030,37731
2026-02-24T04:45:02,14,"War Thunder",236390,54059
2026-02-24T04:45:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,29927
2026-02-24T04:45:02,17,"Battlefield™ 6",2807960,28766
2026-02-24T04:45:02,18,"Delta Force",2507950,97872
2026-02-24T04:45:02,19,Rust,252490,88050
2026-02-24T04:45:02,20,Mewgenics,686060,51422
2026-02-24T04:45:02,21,"Dead by Daylight",381210,32691
2026-02-24T04:45:02,22,"Stardew Valley",413150,57168
2026-02-24T04:45:02,23,Warframe,230410,44720
2026-02-24T04:45:02,24,"Grand Theft Auto V Enhanced",3240220,46766
2026-02-24T04:45:02,25,"Euro Truck Simulator 2",227300,26790
2026-02-24T05:00:01,1,"Counter-Strike 2",730,886555
2026-02-24T05:00:01,2,"Dota 2",570,559421
2026-02-24T05:00:01,3,"PUBG: BATTLEGROUNDS",578080,298125
2026-02-24T05:00:01,4,"Wallpaper Engine",431960,100634
2026-02-24T05:00:01,5,"ARC Raiders",1808500,71813
2026-02-24T05:00:01,6,"Apex Legends™",1172470,81019
2026-02-24T05:00:01,7,Terraria,105600,57081
2026-02-24T05:00:01,8,"Overwatch®",2357570,46223
2026-02-24T05:00:01,9,"Grand Theft Auto V Legacy",271590,70803
2026-02-24T05:00:01,10,"Geometry Dash",322170,37629
2026-02-24T05:00:01,11,"HELLDIVERS™ 2",553850,38067
2026-02-24T05:00:01,12,FiveM,2676230,56465
2026-02-24T05:00:01,13,"Marvel Rivals",2767030,37143
2026-02-24T05:00:01,14,"War Thunder",236390,55168
2026-02-24T05:00:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,29774
2026-02-24T05:00:01,17,"Battlefield™ 6",2807960,29159
2026-02-24T05:00:01,18,"Delta Force",2507950,96955
2026-02-24T05:00:01,19,Rust,252490,91093
2026-02-24T05:00:01,20,Mewgenics,686060,51837
2026-02-24T05:00:01,21,"Dead by Daylight",381210,32662
2026-02-24T05:00:01,22,"Stardew Valley",413150,56576
2026-02-24T05:00:01,23,Warframe,230410,44954
2026-02-24T05:00:01,24,"Grand Theft Auto V Enhanced",3240220,46835
2026-02-24T05:00:01,25,"Euro Truck Simulator 2",227300,27762
2026-02-24T05:15:02,1,"Counter-Strike 2",730,897179
2026-02-24T05:15:02,2,"Dota 2",570,563754
2026-02-24T05:15:02,3,"PUBG: BATTLEGROUNDS",578080,297625
2026-02-24T05:15:02,4,"Wallpaper Engine",431960,101014
2026-02-24T05:15:02,5,"ARC Raiders",1808500,68104
2026-02-24T05:15:02,6,"Apex Legends™",1172470,79557
2026-02-24T05:15:02,7,Terraria,105600,57141
2026-02-24T05:15:02,8,"Overwatch®",2357570,46399
2026-02-24T05:15:02,9,"Grand Theft Auto V Legacy",271590,72757
2026-02-24T05:15:02,10,"Geometry Dash",322170,37629
2026-02-24T05:15:02,11,"HELLDIVERS™ 2",553850,38075
2026-02-24T05:15:02,12,FiveM,2676230,56093
2026-02-24T05:15:02,13,"Marvel Rivals",2767030,36214
2026-02-24T05:15:02,14,"War Thunder",236390,55864
2026-02-24T05:15:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,29774
2026-02-24T05:15:02,17,"Battlefield™ 6",2807960,29159
2026-02-24T05:15:02,18,"Delta Force",2507950,96437
2026-02-24T05:15:02,19,Rust,252490,89957
2026-02-24T05:15:02,20,Mewgenics,686060,51837
2026-02-24T05:15:02,21,"Dead by Daylight",381210,32662
2026-02-24T05:15:02,22,"Stardew Valley",413150,56323
2026-02-24T05:15:02,23,Warframe,230410,45394
2026-02-24T05:15:02,24,"Grand Theft Auto V Enhanced",3240220,46835
2026-02-24T05:15:02,25,"Euro Truck Simulator 2",227300,28707
2026-02-24T05:30:01,1,"Counter-Strike 2",730,913740
2026-02-24T05:30:01,2,"Dota 2",570,563754
2026-02-24T05:30:01,3,"PUBG: BATTLEGROUNDS",578080,302718
2026-02-24T05:30:01,4,"Wallpaper Engine",431960,102360
2026-02-24T05:30:01,5,"ARC Raiders",1808500,68104
2026-02-24T05:30:01,6,"Apex Legends™",1172470,79586
2026-02-24T05:30:01,7,Terraria,105600,57141
2026-02-24T05:30:01,8,"Overwatch®",2357570,46399
2026-02-24T05:30:01,9,"Grand Theft Auto V Legacy",271590,74285
2026-02-24T05:30:01,10,"Geometry Dash",322170,37910
2026-02-24T05:30:01,11,"HELLDIVERS™ 2",553850,38416
2026-02-24T05:30:01,12,FiveM,2676230,56093
2026-02-24T05:30:01,13,"Marvel Rivals",2767030,36214
2026-02-24T05:30:01,14,"War Thunder",236390,55864
2026-02-24T05:30:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,29782
2026-02-24T05:30:01,17,"Battlefield™ 6",2807960,30121
2026-02-24T05:30:01,18,"Delta Force",2507950,96437
2026-02-24T05:30:01,19,Rust,252490,89957
2026-02-24T05:30:01,20,Mewgenics,686060,52023
2026-02-24T05:30:01,21,"Dead by Daylight",381210,33112
2026-02-24T05:30:01,22,"Stardew Valley",413150,56194
2026-02-24T05:30:01,23,Warframe,230410,46203
2026-02-24T05:30:01,24,"Grand Theft Auto V Enhanced",3240220,47146
2026-02-24T05:30:01,25,"Euro Truck Simulator 2",227300,29920
2026-02-24T05:45:01,1,"Counter-Strike 2",730,933789
2026-02-24T05:45:01,2,"Dota 2",570,581423
2026-02-24T05:45:01,3,"PUBG: BATTLEGROUNDS",578080,313229
2026-02-24T05:45:01,4,"Wallpaper Engine",431960,103934
2026-02-24T05:45:01,5,"ARC Raiders",1808500,76262
2026-02-24T05:45:01,6,"Apex Legends™",1172470,80854
2026-02-24T05:45:01,7,Terraria,105600,58395
2026-02-24T05:45:01,8,"Overwatch®",2357570,48096
2026-02-24T05:45:01,9,"Grand Theft Auto V Legacy",271590,75939
2026-02-24T05:45:01,10,"Geometry Dash",322170,38785
2026-02-24T05:45:01,11,"HELLDIVERS™ 2",553850,38961
2026-02-24T05:45:01,12,FiveM,2676230,57187
2026-02-24T05:45:01,13,"Marvel Rivals",2767030,35228
2026-02-24T05:45:01,14,"War Thunder",236390,58371
2026-02-24T05:45:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,30181
2026-02-24T05:45:01,17,"Battlefield™ 6",2807960,30801
2026-02-24T05:45:01,18,"Delta Force",2507950,99303
2026-02-24T05:45:01,19,Rust,252490,93266
2026-02-24T05:45:01,20,Mewgenics,686060,53181
2026-02-24T05:45:01,21,"Dead by Daylight",381210,34713
2026-02-24T05:45:01,22,"Stardew Valley",413150,57108
2026-02-24T05:45:01,23,Warframe,230410,47091
2026-02-24T05:45:01,24,"Grand Theft Auto V Enhanced",3240220,47919
2026-02-24T05:45:01,25,"Euro Truck Simulator 2",227300,30883
2026-02-24T06:00:02,1,"Counter-Strike 2",730,958592
2026-02-24T06:00:02,2,"Dota 2",570,590579
2026-02-24T06:00:02,3,"PUBG: BATTLEGROUNDS",578080,328974
2026-02-24T06:00:02,4,"Wallpaper Engine",431960,105991
2026-02-24T06:00:02,5,"ARC Raiders",1808500,81349
2026-02-24T06:00:02,6,"Apex Legends™",1172470,84440
2026-02-24T06:00:02,7,Terraria,105600,59935
2026-02-24T06:00:02,8,"Overwatch®",2357570,49201
2026-02-24T06:00:02,9,"Grand Theft Auto V Legacy",271590,77716
2026-02-24T06:00:02,10,"Geometry Dash",322170,39233
2026-02-24T06:00:02,11,"HELLDIVERS™ 2",553850,40047
2026-02-24T06:00:02,12,FiveM,2676230,55007
2026-02-24T06:00:02,13,"Marvel Rivals",2767030,34972
2026-02-24T06:00:02,14,"War Thunder",236390,59750
2026-02-24T06:00:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,30671
2026-02-24T06:00:02,17,"Battlefield™ 6",2807960,31743
2026-02-24T06:00:02,18,"Delta Force",2507950,102276
2026-02-24T06:00:02,19,Rust,252490,95805
2026-02-24T06:00:02,20,Mewgenics,686060,53916
2026-02-24T06:00:02,21,"Dead by Daylight",381210,35741
2026-02-24T06:00:02,22,"Stardew Valley",413150,58407
2026-02-24T06:00:02,23,Warframe,230410,48027
2026-02-24T06:00:02,24,"Grand Theft Auto V Enhanced",3240220,49183
2026-02-24T06:00:02,25,"Euro Truck Simulator 2",227300,31953
2026-02-24T06:15:01,1,"Counter-Strike 2",730,988105
2026-02-24T06:15:01,2,"Dota 2",570,603198
2026-02-24T06:15:01,3,"PUBG: BATTLEGROUNDS",578080,350651
2026-02-24T06:15:01,4,"Wallpaper Engine",431960,108233
2026-02-24T06:15:01,5,"ARC Raiders",1808500,81349
2026-02-24T06:15:01,6,"Apex Legends™",1172470,89663
2026-02-24T06:15:01,7,Terraria,105600,59935
2026-02-24T06:15:01,8,"Overwatch®",2357570,50413
2026-02-24T06:15:01,9,"Grand Theft Auto V Legacy",271590,79590
2026-02-24T06:15:01,10,"Geometry Dash",322170,39233
2026-02-24T06:15:01,11,"HELLDIVERS™ 2",553850,41368
2026-02-24T06:15:01,12,FiveM,2676230,52946
2026-02-24T06:15:01,13,"Marvel Rivals",2767030,34972
2026-02-24T06:15:01,14,"War Thunder",236390,59750
2026-02-24T06:15:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,30671
2026-02-24T06:15:01,17,"Battlefield™ 6",2807960,31743
2026-02-24T06:15:01,18,"Delta Force",2507950,102276
2026-02-24T06:15:01,19,Rust,252490,95805
2026-02-24T06:15:01,20,Mewgenics,686060,53916
2026-02-24T06:15:01,21,"Dead by Daylight",381210,35741
2026-02-24T06:15:01,22,"Stardew Valley",413150,60132
2026-02-24T06:15:01,23,Warframe,230410,49018
2026-02-24T06:15:01,24,"Grand Theft Auto V Enhanced",3240220,49183
2026-02-24T06:15:01,25,"Euro Truck Simulator 2",227300,32900
2026-02-24T06:30:02,1,"Counter-Strike 2",730,1031675
2026-02-24T06:30:02,2,"Dota 2",570,616395
2026-02-24T06:30:02,3,"PUBG: BATTLEGROUNDS",578080,375838
2026-02-24T06:30:02,4,"Wallpaper Engine",431960,110777
2026-02-24T06:30:02,5,"ARC Raiders",1808500,87287
2026-02-24T06:30:02,6,"Apex Legends™",1172470,96661
2026-02-24T06:30:02,7,Terraria,105600,63422
2026-02-24T06:30:02,8,"Overwatch®",2357570,52170
2026-02-24T06:30:02,9,"Grand Theft Auto V Legacy",271590,81094
2026-02-24T06:30:02,10,"Geometry Dash",322170,40715
2026-02-24T06:30:02,11,"HELLDIVERS™ 2",553850,43074
2026-02-24T06:30:02,12,FiveM,2676230,54952
2026-02-24T06:30:02,13,"Marvel Rivals",2767030,34695
2026-02-24T06:30:02,14,"War Thunder",236390,63592
2026-02-24T06:30:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,32061
2026-02-24T06:30:02,17,"Battlefield™ 6",2807960,33934
2026-02-24T06:30:02,18,"Delta Force",2507950,111533
2026-02-24T06:30:02,19,Rust,252490,101638
2026-02-24T06:30:02,20,Mewgenics,686060,55880
2026-02-24T06:30:02,21,"Dead by Daylight",381210,38997
2026-02-24T06:30:02,22,"Stardew Valley",413150,62521
2026-02-24T06:30:02,23,Warframe,230410,50291
2026-02-24T06:30:02,24,"Grand Theft Auto V Enhanced",3240220,51643
2026-02-24T06:30:02,25,"Euro Truck Simulator 2",227300,34280
2026-02-24T06:45:01,1,"Counter-Strike 2",730,1089369
2026-02-24T06:45:01,2,"Dota 2",570,632750
2026-02-24T06:45:01,3,"PUBG: BATTLEGROUNDS",578080,405730
2026-02-24T06:45:01,4,"Wallpaper Engine",431960,112825
2026-02-24T06:45:01,5,"ARC Raiders",1808500,90586
2026-02-24T06:45:01,6,"Apex Legends™",1172470,102308
2026-02-24T06:45:01,7,Terraria,105600,65885
2026-02-24T06:45:01,8,"Overwatch®",2357570,52170
2026-02-24T06:45:01,9,"Grand Theft Auto V Legacy",271590,83335
2026-02-24T06:45:01,10,"Geometry Dash",322170,41973
2026-02-24T06:45:01,11,"HELLDIVERS™ 2",553850,44989
2026-02-24T06:45:01,12,FiveM,2676230,54952
2026-02-24T06:45:01,13,"Marvel Rivals",2767030,34695
2026-02-24T06:45:01,14,"War Thunder",236390,65704
2026-02-24T06:45:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,33473
2026-02-24T06:45:01,17,"Battlefield™ 6",2807960,35226
2026-02-24T06:45:01,18,"Delta Force",2507950,111533
2026-02-24T06:45:01,19,Rust,252490,104599
2026-02-24T06:45:01,20,Mewgenics,686060,55880
2026-02-24T06:45:01,21,"Dead by Daylight",381210,38997
2026-02-24T06:45:01,22,"Stardew Valley",413150,64851
2026-02-24T06:45:01,23,Warframe,230410,51513
2026-02-24T06:45:01,24,"Grand Theft Auto V Enhanced",3240220,53540
2026-02-24T06:45:01,25,"Euro Truck Simulator 2",227300,35800
2026-02-24T07:00:02,1,"Counter-Strike 2",730,1135801
2026-02-24T07:00:02,2,"Dota 2",570,645394
2026-02-24T07:00:02,3,"PUBG: BATTLEGROUNDS",578080,435769
2026-02-24T07:00:02,4,"Wallpaper Engine",431960,114790
2026-02-24T07:00:02,5,"ARC Raiders",1808500,93686
2026-02-24T07:00:02,6,"Apex Legends™",1172470,115377
2026-02-24T07:00:02,7,Terraria,105600,68127
2026-02-24T07:00:02,8,"Overwatch®",2357570,56218
2026-02-24T07:00:02,9,"Grand Theft Auto V Legacy",271590,84964
2026-02-24T07:00:02,10,"Geometry Dash",322170,43289
2026-02-24T07:00:02,11,"HELLDIVERS™ 2",553850,47177
2026-02-24T07:00:02,12,FiveM,2676230,66366
2026-02-24T07:00:02,13,"Marvel Rivals",2767030,35115
2026-02-24T07:00:02,14,"War Thunder",236390,68178
2026-02-24T07:00:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,34680
2026-02-24T07:00:02,17,"Battlefield™ 6",2807960,36850
2026-02-24T07:00:02,18,"Delta Force",2507950,123168
2026-02-24T07:00:02,19,Rust,252490,107504
2026-02-24T07:00:02,20,Mewgenics,686060,57809
2026-02-24T07:00:02,21,"Dead by Daylight",381210,42687
2026-02-24T07:00:02,22,"Stardew Valley",413150,67432
2026-02-24T07:00:02,23,Warframe,230410,52529
2026-02-24T07:00:02,24,"Grand Theft Auto V Enhanced",3240220,55236
2026-02-24T07:00:02,25,"Euro Truck Simulator 2",227300,37175
2026-02-24T07:15:02,1,"Counter-Strike 2",730,1177913
2026-02-24T07:15:02,2,"Dota 2",570,660553
2026-02-24T07:15:02,3,"PUBG: BATTLEGROUNDS",578080,467786
2026-02-24T07:15:02,4,"Wallpaper Engine",431960,116238
2026-02-24T07:15:02,5,"ARC Raiders",1808500,97048
2026-02-24T07:15:02,6,"Apex Legends™",1172470,125373
2026-02-24T07:15:02,7,Terraria,105600,70524
2026-02-24T07:15:02,8,"Overwatch®",2357570,58770
2026-02-24T07:15:02,9,"Grand Theft Auto V Legacy",271590,86796
2026-02-24T07:15:02,10,"Geometry Dash",322170,44556
2026-02-24T07:15:02,11,"HELLDIVERS™ 2",553850,49578
2026-02-24T07:15:02,12,FiveM,2676230,70899
2026-02-24T07:15:02,13,"Marvel Rivals",2767030,35596
2026-02-24T07:15:02,14,"War Thunder",236390,69627
2026-02-24T07:15:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,36364
2026-02-24T07:15:02,17,"Battlefield™ 6",2807960,39610
2026-02-24T07:15:02,18,"Delta Force",2507950,129388
2026-02-24T07:15:02,19,Rust,252490,110126
2026-02-24T07:15:02,20,Mewgenics,686060,59027
2026-02-24T07:15:02,21,"Dead by Daylight",381210,42687
2026-02-24T07:15:02,22,"Stardew Valley",413150,70294
2026-02-24T07:15:02,23,Warframe,230410,54097
2026-02-24T07:15:02,24,"Grand Theft Auto V Enhanced",3240220,56868
2026-02-24T07:15:02,25,"Euro Truck Simulator 2",227300,38416
2026-02-24T07:30:02,1,"Counter-Strike 2",730,1241571
2026-02-24T07:30:02,2,"Dota 2",570,678556
2026-02-24T07:30:02,3,"PUBG: BATTLEGROUNDS",578080,498979
2026-02-24T07:30:02,4,"Wallpaper Engine",431960,118300
2026-02-24T07:30:02,5,"ARC Raiders",1808500,100709
2026-02-24T07:30:02,6,"Apex Legends™",1172470,136353
2026-02-24T07:30:02,7,Terraria,105600,73061
2026-02-24T07:30:02,8,"Overwatch®",2357570,61923
2026-02-24T07:30:02,9,"Grand Theft Auto V Legacy",271590,88436
2026-02-24T07:30:02,10,"Geometry Dash",322170,46046
2026-02-24T07:30:02,11,"HELLDIVERS™ 2",553850,52211
2026-02-24T07:30:02,12,FiveM,2676230,75866
2026-02-24T07:30:02,13,"Marvel Rivals",2767030,36177
2026-02-24T07:30:02,14,"War Thunder",236390,72709
2026-02-24T07:30:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,37967
2026-02-24T07:30:02,17,"Battlefield™ 6",2807960,42109
2026-02-24T07:30:02,18,"Delta Force",2507950,135043
2026-02-24T07:30:02,19,Rust,252490,112960
2026-02-24T07:30:02,20,Mewgenics,686060,60230
2026-02-24T07:30:02,21,"Dead by Daylight",381210,46902
2026-02-24T07:30:02,22,"Stardew Valley",413150,73354
2026-02-24T07:30:02,23,Warframe,230410,55179
2026-02-24T07:30:02,24,"Grand Theft Auto V Enhanced",3240220,58980
2026-02-24T07:30:02,25,"Euro Truck Simulator 2",227300,39741
2026-02-24T07:45:01,1,"Counter-Strike 2",730,1280582
2026-02-24T07:45:01,2,"Dota 2",570,686967
2026-02-24T07:45:01,3,"PUBG: BATTLEGROUNDS",578080,527716
2026-02-24T07:45:01,4,"Wallpaper Engine",431960,118300
2026-02-24T07:45:01,5,"ARC Raiders",1808500,100709
2026-02-24T07:45:01,6,"Apex Legends™",1172470,146855
2026-02-24T07:45:01,7,Terraria,105600,73061
2026-02-24T07:45:01,8,"Overwatch®",2357570,64819
2026-02-24T07:45:01,9,"Grand Theft Auto V Legacy",271590,90645
2026-02-24T07:45:01,10,"Geometry Dash",322170,47618
2026-02-24T07:45:01,11,"HELLDIVERS™ 2",553850,55142
2026-02-24T07:45:01,12,FiveM,2676230,75866
2026-02-24T07:45:01,13,"Marvel Rivals",2767030,37200
2026-02-24T07:45:01,14,"War Thunder",236390,74846
2026-02-24T07:45:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,37967
2026-02-24T07:45:01,17,"Battlefield™ 6",2807960,42109
2026-02-24T07:45:01,18,"Delta Force",2507950,140106
2026-02-24T07:45:01,19,Rust,252490,115233
2026-02-24T07:45:01,20,Mewgenics,686060,60230
2026-02-24T07:45:01,21,"Dead by Daylight",381210,49186
2026-02-24T07:45:01,22,"Stardew Valley",413150,76135
2026-02-24T07:45:01,23,Warframe,230410,56295
2026-02-24T07:45:01,24,"Grand Theft Auto V Enhanced",3240220,61044
2026-02-24T07:45:01,25,"Euro Truck Simulator 2",227300,41037
2026-02-24T08:00:01,1,"Counter-Strike 2",730,1311644
2026-02-24T08:00:01,2,"Dota 2",570,707557
2026-02-24T08:00:01,3,"PUBG: BATTLEGROUNDS",578080,551543
2026-02-24T08:00:01,4,"Wallpaper Engine",431960,121231
2026-02-24T08:00:01,5,"ARC Raiders",1808500,107167
2026-02-24T08:00:01,6,"Apex Legends™",1172470,156321
2026-02-24T08:00:01,7,Terraria,105600,78408
2026-02-24T08:00:01,8,"Overwatch®",2357570,67601
2026-02-24T08:00:01,9,"Grand Theft Auto V Legacy",271590,92627
2026-02-24T08:00:01,10,"Geometry Dash",322170,49437
2026-02-24T08:00:01,11,"HELLDIVERS™ 2",553850,57393
2026-02-24T08:00:01,12,FiveM,2676230,85566
2026-02-24T08:00:01,13,"Marvel Rivals",2767030,38044
2026-02-24T08:00:01,14,"War Thunder",236390,76848
2026-02-24T08:00:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,41504
2026-02-24T08:00:01,17,"Battlefield™ 6",2807960,46223
2026-02-24T08:00:01,18,"Delta Force",2507950,143692
2026-02-24T08:00:01,19,Rust,252490,118390
2026-02-24T08:00:01,20,Mewgenics,686060,62805
2026-02-24T08:00:01,21,"Dead by Daylight",381210,50900
2026-02-24T08:00:01,22,"Stardew Valley",413150,78630
2026-02-24T08:00:01,23,Warframe,230410,57447
2026-02-24T08:00:01,24,"Grand Theft Auto V Enhanced",3240220,62547
2026-02-24T08:00:01,25,"Euro Truck Simulator 2",227300,42485
2026-02-24T08:15:02,1,"Counter-Strike 2",730,1342473
2026-02-24T08:15:02,2,"Dota 2",570,727759
2026-02-24T08:15:02,3,"PUBG: BATTLEGROUNDS",578080,569292
2026-02-24T08:15:02,4,"Wallpaper Engine",431960,123326
2026-02-24T08:15:02,5,"ARC Raiders",1808500,110137
2026-02-24T08:15:02,6,"Apex Legends™",1172470,163627
2026-02-24T08:15:02,7,Terraria,105600,80591
2026-02-24T08:15:02,8,"Overwatch®",2357570,70493
2026-02-24T08:15:02,9,"Grand Theft Auto V Legacy",271590,94546
2026-02-24T08:15:02,10,"Geometry Dash",322170,51554
2026-02-24T08:15:02,11,"HELLDIVERS™ 2",553850,59884
2026-02-24T08:15:02,12,FiveM,2676230,89706
2026-02-24T08:15:02,13,"Marvel Rivals",2767030,39093
2026-02-24T08:15:02,14,"War Thunder",236390,78619
2026-02-24T08:15:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,43191
2026-02-24T08:15:02,17,"Battlefield™ 6",2807960,47831
2026-02-24T08:15:02,18,"Delta Force",2507950,147553
2026-02-24T08:15:02,19,Rust,252490,121525
2026-02-24T08:15:02,20,Mewgenics,686060,63946
2026-02-24T08:15:02,21,"Dead by Daylight",381210,52555
2026-02-24T08:15:02,22,"Stardew Valley",413150,80728
2026-02-24T08:15:02,23,Warframe,230410,58409
2026-02-24T08:15:02,24,"Grand Theft Auto V Enhanced",3240220,64052
2026-02-24T08:15:02,25,"Euro Truck Simulator 2",227300,43790
2026-02-24T08:30:01,1,"Counter-Strike 2",730,1360459
2026-02-24T08:30:01,2,"Dota 2",570,735322
2026-02-24T08:30:01,3,"PUBG: BATTLEGROUNDS",578080,583958
2026-02-24T08:30:01,4,"Wallpaper Engine",431960,124039
2026-02-24T08:30:01,5,"ARC Raiders",1808500,113362
2026-02-24T08:30:01,6,"Apex Legends™",1172470,170107
2026-02-24T08:30:01,7,Terraria,105600,82569
2026-02-24T08:30:01,8,"Overwatch®",2357570,71534
2026-02-24T08:30:01,9,"Grand Theft Auto V Legacy",271590,96331
2026-02-24T08:30:01,10,"Geometry Dash",322170,53853
2026-02-24T08:30:01,11,"HELLDIVERS™ 2",553850,61479
2026-02-24T08:30:01,12,FiveM,2676230,89706
2026-02-24T08:30:01,13,"Marvel Rivals",2767030,39093
2026-02-24T08:30:01,14,"War Thunder",236390,78619
2026-02-24T08:30:01,16,"Tom Clancy's Rainbow Six® Siege X",359550,43191
2026-02-24T08:30:01,17,"Battlefield™ 6",2807960,47831
2026-02-24T08:30:01,18,"Delta Force",2507950,150256
2026-02-24T08:30:01,19,Rust,252490,121525
2026-02-24T08:30:01,20,Mewgenics,686060,65036
2026-02-24T08:30:01,21,"Dead by Daylight",381210,53977
2026-02-24T08:30:01,22,"Stardew Valley",413150,82271
2026-02-24T08:30:01,23,Warframe,230410,59131
2026-02-24T08:30:01,24,"Grand Theft Auto V Enhanced",3240220,65351
2026-02-24T08:30:01,25,"Euro Truck Simulator 2",227300,44935
2026-02-24T08:45:02,1,"Counter-Strike 2",730,1371836
2026-02-24T08:45:02,2,"Dota 2",570,750346
2026-02-24T08:45:02,3,"PUBG: BATTLEGROUNDS",578080,593491
2026-02-24T08:45:02,4,"Wallpaper Engine",431960,124430
2026-02-24T08:45:02,5,"ARC Raiders",1808500,117106
2026-02-24T08:45:02,6,"Apex Legends™",1172470,174115
2026-02-24T08:45:02,7,Terraria,105600,84303
2026-02-24T08:45:02,8,"Overwatch®",2357570,76829
2026-02-24T08:45:02,9,"Grand Theft Auto V Legacy",271590,97895
2026-02-24T08:45:02,10,"Geometry Dash",322170,55954
2026-02-24T08:45:02,11,"HELLDIVERS™ 2",553850,63777
2026-02-24T08:45:02,12,FiveM,2676230,98631
2026-02-24T08:45:02,13,"Marvel Rivals",2767030,41684
2026-02-24T08:45:02,14,"War Thunder",236390,81955
2026-02-24T08:45:02,16,"Tom Clancy's Rainbow Six® Siege X",359550,46335
2026-02-24T08:45:02,17,"Battlefield™ 6",2807960,50303
2026-02-24T08:45:02,18,"Delta Force",2507950,151828
2026-02-24T08:45:02,19,Rust,252490,127105
2026-02-24T08:45:02,20,Mewgenics,686060,66506
2026-02-24T08:45:02,21,"Dead by Daylight",381210,55624
2026-02-24T08:45:02,22,"Stardew Valley",413150,84496
2026-02-24T08:45:02,23,Warframe,230410,59831
2026-02-24T08:45:02,24,"Grand Theft Auto V Enhanced",3240220,66277
2026-02-24T08:45:02,25,"Euro Truck Simulator 2",227300,46162
2026-02-24T09:00:02,1,"Counter-Strike 2",730,1406616
2026-02-24T09:00:02,2,"Dota 2",570,758381
2026-02-24T09:00:02,3,"PUBG: BATTLEGROUNDS",578080,596530
2026-02-24T09:00:02,4,"Wallpaper Engine",431960,125293
2026-02-24T09:00:02,5,"ARC Raiders",1808500,121181
2026-02-24T09:00:02,6,"Apex Legends™",1172470,176750
2026-02-24T09:00:02,7,Terraria,105600,85422
2026-02-24T09:00:02,8,"Overwatch®",2357570,77658
2026-02-24T09:00:02,9,"Grand Theft Auto V Legacy",271590,99603
