collected_at,rank,name,appid,player_count
2026-03-06T19:00:03,7,"Resident Evil Requiem",3764200,111452
2026-03-06T19:00:03,8,"Apex Legends™",1172470,53234
2026-03-06T19:00:03,9,"Geometry Dash",322170,77244
2026-03-06T19:00:03,10,"Grand Theft Auto V Legacy",271590,53934
2026-03-06T19:00:03,11,"Tom Clancy's Rainbow Six® Siege X",359550,107667
2026-03-06T19:00:03,12,"Overwatch®",2357570,84749
2026-03-06T19:00:03,13,FiveM,2676230,162952
2026-03-06T19:00:03,14,"War Thunder",236390,47334
2026-03-06T19:00:03,15,Terraria,105600,44475
2026-03-06T19:00:03,16,"Limbus Company",1973530,35558
2026-03-06T19:00:03,17,"Marvel Rivals",2767030,77863
2026-03-06T19:00:03,19,"HELLDIVERS™ 2",553850,49347
2026-03-06T19:00:03,20,"Stardew Valley",413150,53056
2026-03-06T19:00:03,21,Rust,252490,139518
2026-03-06T19:00:03,22,"Battlefield™ 6",2807960,42945
2026-03-06T19:00:03,23,"Delta Force",2507950,33362
2026-03-06T19:00:03,24,"Dead by Daylight",381210,41634
2026-03-06T19:00:03,25,Warframe,230410,49027
2026-03-06T19:15:02,1,"Counter-Strike 2",730,938716
2026-03-06T19:15:02,2,"Dota 2",570,461553
2026-03-06T19:15:02,3,"PUBG: BATTLEGROUNDS",578080,99375
2026-03-06T19:15:02,4,"Wallpaper Engine",431960,51786
2026-03-06T19:15:02,5,"Counter-Strike: Global Offensive",4465480,20615
2026-03-06T19:15:02,6,"ARC Raiders",1808500,182032
2026-03-06T19:15:02,7,"Resident Evil Requiem",3764200,111304
2026-03-06T19:15:02,8,"Apex Legends™",1172470,53118
2026-03-06T19:15:02,9,"Geometry Dash",322170,76031
2026-03-06T19:15:02,10,"Grand Theft Auto V Legacy",271590,50957
2026-03-06T19:15:02,11,"Tom Clancy's Rainbow Six® Siege X",359550,106911
2026-03-06T19:15:02,12,"Overwatch®",2357570,83733
2026-03-06T19:15:02,13,FiveM,2676230,160614
2026-03-06T19:15:02,14,"War Thunder",236390,45954
2026-03-06T19:15:02,15,Terraria,105600,44200
2026-03-06T19:15:02,16,"Limbus Company",1973530,36661
2026-03-06T19:15:02,17,"Marvel Rivals",2767030,79037
2026-03-06T19:15:02,19,"HELLDIVERS™ 2",553850,48807
2026-03-06T19:15:02,20,"Stardew Valley",413150,53122
2026-03-06T19:15:02,21,Rust,252490,134455
2026-03-06T19:15:02,22,"Battlefield™ 6",2807960,42279
2026-03-06T19:15:02,23,"Delta Force",2507950,33362
2026-03-06T19:15:02,24,"Dead by Daylight",381210,41075
2026-03-06T19:15:02,25,Warframe,230410,49027
2026-03-06T19:30:01,1,"Counter-Strike 2",730,910681
2026-03-06T19:30:01,2,"Dota 2",570,463598
2026-03-06T19:30:01,3,"PUBG: BATTLEGROUNDS",578080,98284
2026-03-06T19:30:01,4,"Wallpaper Engine",431960,52473
2026-03-06T19:30:01,5,"Counter-Strike: Global Offensive",4465480,20615
2026-03-06T19:30:01,6,"ARC Raiders",1808500,180511
2026-03-06T19:30:01,7,"Resident Evil Requiem",3764200,111514
2026-03-06T19:30:01,8,"Apex Legends™",1172470,53565
2026-03-06T19:30:01,9,"Geometry Dash",322170,75789
2026-03-06T19:30:01,10,"Grand Theft Auto V Legacy",271590,48459
2026-03-06T19:30:01,11,"Tom Clancy's Rainbow Six® Siege X",359550,106911
2026-03-06T19:30:01,12,"Overwatch®",2357570,83792
2026-03-06T19:30:01,13,FiveM,2676230,160614
2026-03-06T19:30:01,14,"War Thunder",236390,45651
2026-03-06T19:30:01,15,Terraria,105600,44214
2026-03-06T19:30:01,16,"Limbus Company",1973530,38091
2026-03-06T19:30:01,17,"Marvel Rivals",2767030,79037
2026-03-06T19:30:01,19,"HELLDIVERS™ 2",553850,49068
2026-03-06T19:30:01,20,"Stardew Valley",413150,53122
2026-03-06T19:30:01,21,Rust,252490,131700
2026-03-06T19:30:01,22,"Battlefield™ 6",2807960,41765
2026-03-06T19:30:01,23,"Delta Force",2507950,33962
2026-03-06T19:30:01,24,"Dead by Daylight",381210,40665
2026-03-06T19:30:01,25,Warframe,230410,50400
2026-03-06T19:45:02,1,"Counter-Strike 2",730,886848
2026-03-06T19:45:02,2,"Dota 2",570,462762
2026-03-06T19:45:02,3,"PUBG: BATTLEGROUNDS",578080,98365
2026-03-06T19:45:02,4,"Wallpaper Engine",431960,53629
2026-03-06T19:45:02,5,"Counter-Strike: Global Offensive",4465480,18747
2026-03-06T19:45:02,6,"ARC Raiders",1808500,179249
2026-03-06T19:45:02,7,"Resident Evil Requiem",3764200,112481
2026-03-06T19:45:02,8,"Apex Legends™",1172470,54141
2026-03-06T19:45:02,9,"Geometry Dash",322170,75195
2026-03-06T19:45:02,10,"Grand Theft Auto V Legacy",271590,47244
2026-03-06T19:45:02,11,"Tom Clancy's Rainbow Six® Siege X",359550,106856
2026-03-06T19:45:02,12,"Overwatch®",2357570,84200
2026-03-06T19:45:02,13,FiveM,2676230,157007
2026-03-06T19:45:02,14,"War Thunder",236390,45464
2026-03-06T19:45:02,15,Terraria,105600,44647
2026-03-06T19:45:02,16,"Limbus Company",1973530,39574
2026-03-06T19:45:02,17,"Marvel Rivals",2767030,80443
2026-03-06T19:45:02,19,"HELLDIVERS™ 2",553850,49573
2026-03-06T19:45:02,20,"Stardew Valley",413150,54281
2026-03-06T19:45:02,21,Rust,252490,131700
2026-03-06T19:45:02,22,"Battlefield™ 6",2807960,41636
2026-03-06T19:45:02,23,"Delta Force",2507950,36035
2026-03-06T19:45:02,24,"Dead by Daylight",381210,40425
2026-03-06T19:45:02,25,Warframe,230410,50889
2026-03-06T20:00:01,1,"Counter-Strike 2",730,865752
2026-03-06T20:00:01,2,"Dota 2",570,462762
2026-03-06T20:00:01,3,"PUBG: BATTLEGROUNDS",578080,100110
2026-03-06T20:00:01,4,"Wallpaper Engine",431960,54564
2026-03-06T20:00:01,5,"Counter-Strike: Global Offensive",4465480,18747
2026-03-06T20:00:01,6,"ARC Raiders",1808500,179156
2026-03-06T20:00:01,7,"Resident Evil Requiem",3764200,113220
2026-03-06T20:00:01,8,"Apex Legends™",1172470,55357
2026-03-06T20:00:01,9,"Geometry Dash",322170,75126
2026-03-06T20:00:01,10,"Grand Theft Auto V Legacy",271590,46515
2026-03-06T20:00:01,11,"Tom Clancy's Rainbow Six® Siege X",359550,107750
2026-03-06T20:00:01,12,"Overwatch®",2357570,84657
2026-03-06T20:00:01,13,FiveM,2676230,154212
2026-03-06T20:00:01,14,"War Thunder",236390,45464
2026-03-06T20:00:01,15,Terraria,105600,44818
2026-03-06T20:00:01,16,"Limbus Company",1973530,40126
2026-03-06T20:00:01,17,"Marvel Rivals",2767030,82331
2026-03-06T20:00:01,19,"HELLDIVERS™ 2",553850,50489
2026-03-06T20:00:01,20,"Stardew Valley",413150,55101
2026-03-06T20:00:01,21,Rust,252490,128868
2026-03-06T20:00:01,22,"Battlefield™ 6",2807960,41960
2026-03-06T20:00:01,23,"Delta Force",2507950,37556
2026-03-06T20:00:01,24,"Dead by Daylight",381210,40602
2026-03-06T20:00:01,25,Warframe,230410,51038
2026-03-06T20:15:02,1,"Counter-Strike 2",730,850985
2026-03-06T20:15:02,2,"PUBG: BATTLEGROUNDS",578080,102776
2026-03-06T20:15:02,3,"Dota 2",570,466331
2026-03-06T20:15:02,4,"Wallpaper Engine",431960,56021
2026-03-06T20:15:02,5,"Slay the Spire 2",2868840,230512
2026-03-06T20:15:02,6,"Apex Legends™",1172470,56941
2026-03-06T20:15:02,7,"ARC Raiders",1808500,179170
2026-03-06T20:15:02,8,"Resident Evil Requiem",3764200,114999
2026-03-06T20:15:02,9,"Geometry Dash",322170,74667
2026-03-06T20:15:02,10,"Counter-Strike: Global Offensive",4465480,17181
2026-03-06T20:15:02,11,"Grand Theft Auto V Legacy",271590,45709
2026-03-06T20:15:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,108745
2026-03-06T20:15:02,13,"Overwatch®",2357570,84625
2026-03-06T20:15:02,14,FiveM,2676230,151539
2026-03-06T20:15:02,15,"War Thunder",236390,45664
2026-03-06T20:15:02,16,Terraria,105600,45319
2026-03-06T20:15:02,17,"Marvel Rivals",2767030,83841
2026-03-06T20:15:02,19,"HELLDIVERS™ 2",553850,51446
2026-03-06T20:15:02,20,"Limbus Company",1973530,42180
2026-03-06T20:15:02,21,Rust,252490,123549
2026-03-06T20:15:02,22,"Stardew Valley",413150,56279
2026-03-06T20:15:02,23,"Battlefield™ 6",2807960,42570
2026-03-06T20:15:02,24,"Delta Force",2507950,39386
2026-03-06T20:15:02,25,"Dead by Daylight",381210,40471
2026-03-06T20:30:02,1,"Counter-Strike 2",730,840687
2026-03-06T20:30:02,2,"PUBG: BATTLEGROUNDS",578080,106918
2026-03-06T20:30:02,3,"Dota 2",570,468851
2026-03-06T20:30:02,4,"Wallpaper Engine",431960,56534
2026-03-06T20:30:02,5,"Slay the Spire 2",2868840,239186
2026-03-06T20:30:02,6,"Apex Legends™",1172470,59208
2026-03-06T20:30:02,7,"ARC Raiders",1808500,179170
2026-03-06T20:30:02,8,"Resident Evil Requiem",3764200,116739
2026-03-06T20:30:02,9,"Geometry Dash",322170,74731
2026-03-06T20:30:02,10,"Counter-Strike: Global Offensive",4465480,16865
2026-03-06T20:30:02,11,"Grand Theft Auto V Legacy",271590,45068
2026-03-06T20:30:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,110225
2026-03-06T20:30:02,13,"Overwatch®",2357570,86577
2026-03-06T20:30:02,14,FiveM,2676230,151539
2026-03-06T20:30:02,15,"War Thunder",236390,45664
2026-03-06T20:30:02,16,Terraria,105600,46236
2026-03-06T20:30:02,17,"Marvel Rivals",2767030,86545
2026-03-06T20:30:02,19,"HELLDIVERS™ 2",553850,52758
2026-03-06T20:30:02,20,"Limbus Company",1973530,44183
2026-03-06T20:30:02,21,Rust,252490,123549
2026-03-06T20:30:02,22,"Stardew Valley",413150,57434
2026-03-06T20:30:02,23,"Battlefield™ 6",2807960,43669
2026-03-06T20:30:02,24,"Delta Force",2507950,41857
2026-03-06T20:30:02,25,"Dead by Daylight",381210,40542
2026-03-06T20:45:02,1,"Counter-Strike 2",730,830704
2026-03-06T20:45:02,2,"PUBG: BATTLEGROUNDS",578080,112662
2026-03-06T20:45:02,3,"Dota 2",570,472641
2026-03-06T20:45:02,4,"Wallpaper Engine",431960,60436
2026-03-06T20:45:02,5,"Slay the Spire 2",2868840,248842
2026-03-06T20:45:02,6,"Apex Legends™",1172470,61839
2026-03-06T20:45:02,7,"ARC Raiders",1808500,180486
2026-03-06T20:45:02,8,"Resident Evil Requiem",3764200,118804
2026-03-06T20:45:02,9,"Geometry Dash",322170,74522
2026-03-06T20:45:02,10,"Counter-Strike: Global Offensive",4465480,16532
2026-03-06T20:45:02,11,"Grand Theft Auto V Legacy",271590,44437
2026-03-06T20:45:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,112110
2026-03-06T20:45:02,13,"Overwatch®",2357570,87380
2026-03-06T20:45:02,14,FiveM,2676230,147073
2026-03-06T20:45:02,15,"War Thunder",236390,46656
2026-03-06T20:45:02,16,Terraria,105600,47160
2026-03-06T20:45:02,17,"Marvel Rivals",2767030,88527
2026-03-06T20:45:02,19,"HELLDIVERS™ 2",553850,54226
2026-03-06T20:45:02,20,"Limbus Company",1973530,46573
2026-03-06T20:45:02,21,Rust,252490,119590
2026-03-06T20:45:02,22,"Stardew Valley",413150,58768
2026-03-06T20:45:02,23,"Battlefield™ 6",2807960,44799
2026-03-06T20:45:02,24,"Delta Force",2507950,44464
2026-03-06T20:45:02,25,"Dead by Daylight",381210,40844
2026-03-06T21:00:01,1,"Counter-Strike 2",730,824306
2026-03-06T21:00:01,2,"PUBG: BATTLEGROUNDS",578080,119290
2026-03-06T21:00:01,3,"Dota 2",570,472641
2026-03-06T21:00:01,4,"Wallpaper Engine",431960,60436
2026-03-06T21:00:01,5,"Slay the Spire 2",2868840,260050
2026-03-06T21:00:01,6,"Apex Legends™",1172470,64765
2026-03-06T21:00:01,7,"ARC Raiders",1808500,181718
2026-03-06T21:00:01,8,"Resident Evil Requiem",3764200,120191
2026-03-06T21:00:01,9,"Geometry Dash",322170,74379
2026-03-06T21:00:01,10,"Counter-Strike: Global Offensive",4465480,16463
2026-03-06T21:00:01,11,"Grand Theft Auto V Legacy",271590,44437
2026-03-06T21:00:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,112110
2026-03-06T21:00:01,13,"Overwatch®",2357570,88867
2026-03-06T21:00:01,14,FiveM,2676230,147073
2026-03-06T21:00:01,15,"War Thunder",236390,46656
2026-03-06T21:00:01,16,Terraria,105600,47160
2026-03-06T21:00:01,17,"Marvel Rivals",2767030,88527
2026-03-06T21:00:01,19,"HELLDIVERS™ 2",553850,54226
2026-03-06T21:00:01,20,"Limbus Company",1973530,48346
2026-03-06T21:00:01,21,Rust,252490,119590
2026-03-06T21:00:01,22,"Stardew Valley",413150,58768
2026-03-06T21:00:01,23,"Battlefield™ 6",2807960,44799
2026-03-06T21:00:01,24,"Delta Force",2507950,44464
2026-03-06T21:00:01,25,"Dead by Daylight",381210,40844
2026-03-06T21:15:02,1,"Counter-Strike 2",730,821976
2026-03-06T21:15:02,2,"PUBG: BATTLEGROUNDS",578080,128623
2026-03-06T21:15:02,3,"Dota 2",570,468548
2026-03-06T21:15:02,4,"Wallpaper Engine",431960,64259
2026-03-06T21:15:02,5,"Slay the Spire 2",2868840,267953
2026-03-06T21:15:02,6,"Apex Legends™",1172470,68548
2026-03-06T21:15:02,7,"ARC Raiders",1808500,183524
2026-03-06T21:15:02,8,"Resident Evil Requiem",3764200,122508
2026-03-06T21:15:02,9,"Geometry Dash",322170,74099
2026-03-06T21:15:02,10,"Counter-Strike: Global Offensive",4465480,16407
2026-03-06T21:15:02,11,"Grand Theft Auto V Legacy",271590,43511
2026-03-06T21:15:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,115055
2026-03-06T21:15:02,13,"Overwatch®",2357570,90089
2026-03-06T21:15:02,14,FiveM,2676230,141316
2026-03-06T21:15:02,15,"War Thunder",236390,48064
2026-03-06T21:15:02,16,Terraria,105600,49138
2026-03-06T21:15:02,17,"Marvel Rivals",2767030,91371
2026-03-06T21:15:02,19,"HELLDIVERS™ 2",553850,58061
2026-03-06T21:15:02,20,"Limbus Company",1973530,49992
2026-03-06T21:15:02,21,Rust,252490,115930
2026-03-06T21:15:02,22,"Stardew Valley",413150,61694
2026-03-06T21:15:02,23,"Battlefield™ 6",2807960,46564
2026-03-06T21:15:02,24,"Delta Force",2507950,50026
2026-03-06T21:15:02,25,"Dead by Daylight",381210,41190
2026-03-06T21:30:02,1,"Counter-Strike 2",730,824040
2026-03-06T21:30:02,2,"PUBG: BATTLEGROUNDS",578080,138713
2026-03-06T21:30:02,3,"Dota 2",570,476540
2026-03-06T21:30:02,4,"Wallpaper Engine",431960,64259
2026-03-06T21:30:02,5,"Slay the Spire 2",2868840,280130
2026-03-06T21:30:02,6,"Apex Legends™",1172470,72320
2026-03-06T21:30:02,7,"ARC Raiders",1808500,185649
2026-03-06T21:30:02,8,"Resident Evil Requiem",3764200,124550
2026-03-06T21:30:02,9,"Geometry Dash",322170,73644
2026-03-06T21:30:02,10,"Counter-Strike: Global Offensive",4465480,16338
2026-03-06T21:30:02,11,"Grand Theft Auto V Legacy",271590,43068
2026-03-06T21:30:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,116426
2026-03-06T21:30:02,13,"Overwatch®",2357570,91294
2026-03-06T21:30:02,14,FiveM,2676230,138727
2026-03-06T21:30:02,15,"War Thunder",236390,48854
2026-03-06T21:30:02,16,Terraria,105600,49138
2026-03-06T21:30:02,17,"Marvel Rivals",2767030,93143
2026-03-06T21:30:02,19,"HELLDIVERS™ 2",553850,59783
2026-03-06T21:30:02,20,"Limbus Company",1973530,51981
2026-03-06T21:30:02,21,Rust,252490,115930
2026-03-06T21:30:02,22,"Stardew Valley",413150,63115
2026-03-06T21:30:02,23,"Battlefield™ 6",2807960,47741
2026-03-06T21:30:02,24,"Delta Force",2507950,53253
2026-03-06T21:30:02,25,"Dead by Daylight",381210,41424
2026-03-06T21:45:01,1,"Counter-Strike 2",730,824040
2026-03-06T21:45:01,2,"PUBG: BATTLEGROUNDS",578080,138713
2026-03-06T21:45:01,3,"Dota 2",570,484800
2026-03-06T21:45:01,4,"Wallpaper Engine",431960,68411
2026-03-06T21:45:01,5,"Slay the Spire 2",2868840,292937
2026-03-06T21:45:01,6,"Apex Legends™",1172470,75896
2026-03-06T21:45:01,7,"ARC Raiders",1808500,185649
2026-03-06T21:45:01,8,"Resident Evil Requiem",3764200,124550
2026-03-06T21:45:01,9,"Geometry Dash",322170,73201
2026-03-06T21:45:01,10,"Counter-Strike: Global Offensive",4465480,16143
2026-03-06T21:45:01,11,"Grand Theft Auto V Legacy",271590,42865
2026-03-06T21:45:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,116426
2026-03-06T21:45:01,13,"Overwatch®",2357570,91294
2026-03-06T21:45:01,14,FiveM,2676230,138727
2026-03-06T21:45:01,15,"War Thunder",236390,48854
2026-03-06T21:45:01,16,Terraria,105600,50276
2026-03-06T21:45:01,17,"Marvel Rivals",2767030,93143
2026-03-06T21:45:01,19,"HELLDIVERS™ 2",553850,59783
2026-03-06T21:45:01,20,"Limbus Company",1973530,51981
2026-03-06T21:45:01,21,Rust,252490,114683
2026-03-06T21:45:01,22,"Stardew Valley",413150,64836
2026-03-06T21:45:01,23,"Battlefield™ 6",2807960,47741
2026-03-06T21:45:01,24,"Delta Force",2507950,53253
2026-03-06T21:45:01,25,"Dead by Daylight",381210,41907
2026-03-06T22:00:02,1,"Counter-Strike 2",730,826072
2026-03-06T22:00:02,2,"PUBG: BATTLEGROUNDS",578080,155465
2026-03-06T22:00:02,3,"Dota 2",570,492483
2026-03-06T22:00:02,4,"Wallpaper Engine",431960,70206
2026-03-06T22:00:02,5,"Slay the Spire 2",2868840,304897
2026-03-06T22:00:02,6,"Apex Legends™",1172470,78448
2026-03-06T22:00:02,7,"ARC Raiders",1808500,188881
2026-03-06T22:00:02,8,"Resident Evil Requiem",3764200,127444
2026-03-06T22:00:02,9,"Geometry Dash",322170,72621
2026-03-06T22:00:02,10,"Counter-Strike: Global Offensive",4465480,16035
2026-03-06T22:00:02,11,"Grand Theft Auto V Legacy",271590,42627
2026-03-06T22:00:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,118799
2026-03-06T22:00:02,13,"Overwatch®",2357570,93209
2026-03-06T22:00:02,14,FiveM,2676230,133812
2026-03-06T22:00:02,15,"War Thunder",236390,50439
2026-03-06T22:00:02,16,Terraria,105600,52149
2026-03-06T22:00:02,17,"Marvel Rivals",2767030,95345
2026-03-06T22:00:02,19,"HELLDIVERS™ 2",553850,62052
2026-03-06T22:00:02,20,"Limbus Company",1973530,55329
2026-03-06T22:00:02,21,Rust,252490,112225
2026-03-06T22:00:02,22,"Stardew Valley",413150,65746
2026-03-06T22:00:02,23,"Battlefield™ 6",2807960,49317
2026-03-06T22:00:02,24,"Delta Force",2507950,59615
2026-03-06T22:00:02,25,"Dead by Daylight",381210,42172
2026-03-06T22:15:01,1,"Counter-Strike 2",730,826471
2026-03-06T22:15:01,2,"PUBG: BATTLEGROUNDS",578080,161977
2026-03-06T22:15:01,3,"Dota 2",570,492483
2026-03-06T22:15:01,4,"Wallpaper Engine",431960,70206
2026-03-06T22:15:01,5,"Slay the Spire 2",2868840,315202
2026-03-06T22:15:01,6,"Apex Legends™",1172470,80747
2026-03-06T22:15:01,7,"ARC Raiders",1808500,188881
2026-03-06T22:15:01,8,"Resident Evil Requiem",3764200,127444
2026-03-06T22:15:01,9,"Geometry Dash",322170,71442
2026-03-06T22:15:01,10,"Counter-Strike: Global Offensive",4465480,16136
2026-03-06T22:15:01,11,"Grand Theft Auto V Legacy",271590,42627
2026-03-06T22:15:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,118799
2026-03-06T22:15:01,13,"Overwatch®",2357570,93209
2026-03-06T22:15:01,14,FiveM,2676230,130289
2026-03-06T22:15:01,15,"War Thunder",236390,50439
2026-03-06T22:15:01,16,Terraria,105600,52149
2026-03-06T22:15:01,17,"Marvel Rivals",2767030,96127
2026-03-06T22:15:01,19,"HELLDIVERS™ 2",553850,63091
2026-03-06T22:15:01,20,"Limbus Company",1973530,55329
2026-03-06T22:15:01,21,Rust,252490,112225
2026-03-06T22:15:01,22,"Stardew Valley",413150,65746
2026-03-06T22:15:01,23,"Battlefield™ 6",2807960,49317
2026-03-06T22:15:01,24,"Delta Force",2507950,59615
2026-03-06T22:15:01,25,"Dead by Daylight",381210,42086
2026-03-06T22:30:01,1,"Counter-Strike 2",730,826471
2026-03-06T22:30:01,2,"PUBG: BATTLEGROUNDS",578080,167251
2026-03-06T22:30:01,3,"Dota 2",570,502151
2026-03-06T22:30:01,4,"Wallpaper Engine",431960,71965
2026-03-06T22:30:01,5,"Slay the Spire 2",2868840,333605
2026-03-06T22:30:01,6,"Apex Legends™",1172470,82805
2026-03-06T22:30:01,7,"ARC Raiders",1808500,188685
2026-03-06T22:30:01,8,"Resident Evil Requiem",3764200,127876
2026-03-06T22:30:01,9,"Geometry Dash",322170,69878
2026-03-06T22:30:01,10,"Counter-Strike: Global Offensive",4465480,16180
2026-03-06T22:30:01,11,"Grand Theft Auto V Legacy",271590,42019
2026-03-06T22:30:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,119920
2026-03-06T22:30:01,13,"Overwatch®",2357570,94277
2026-03-06T22:30:01,14,FiveM,2676230,127769
2026-03-06T22:30:01,15,"War Thunder",236390,50858
2026-03-06T22:30:01,16,Terraria,105600,53301
2026-03-06T22:30:01,17,"Marvel Rivals",2767030,96855
2026-03-06T22:30:01,19,"HELLDIVERS™ 2",553850,63598
2026-03-06T22:30:01,20,"Limbus Company",1973530,57540
2026-03-06T22:30:01,21,Rust,252490,110655
2026-03-06T22:30:01,22,"Stardew Valley",413150,67157
2026-03-06T22:30:01,23,"Battlefield™ 6",2807960,50034
2026-03-06T22:30:01,24,"Delta Force",2507950,64796
2026-03-06T22:30:01,25,"Dead by Daylight",381210,42026
2026-03-06T22:45:01,1,"Counter-Strike 2",730,820260
2026-03-06T22:45:01,2,"PUBG: BATTLEGROUNDS",578080,172160
2026-03-06T22:45:01,3,"Dota 2",570,503190
2026-03-06T22:45:01,4,"Wallpaper Engine",431960,74918
2026-03-06T22:45:01,5,"Slay the Spire 2",2868840,340433
2026-03-06T22:45:01,6,"Apex Legends™",1172470,84220
2026-03-06T22:45:01,7,"ARC Raiders",1808500,187734
2026-03-06T22:45:01,8,"Resident Evil Requiem",3764200,127306
2026-03-06T22:45:01,9,"Geometry Dash",322170,69257
2026-03-06T22:45:01,10,"Counter-Strike: Global Offensive",4465480,16447
2026-03-06T22:45:01,11,"Grand Theft Auto V Legacy",271590,42326
2026-03-06T22:45:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,120421
2026-03-06T22:45:01,13,"Overwatch®",2357570,93805
2026-03-06T22:45:01,14,FiveM,2676230,124704
2026-03-06T22:45:01,15,"War Thunder",236390,50973
2026-03-06T22:45:01,16,Terraria,105600,53318
2026-03-06T22:45:01,17,"Marvel Rivals",2767030,97148
2026-03-06T22:45:01,19,"HELLDIVERS™ 2",553850,63796
2026-03-06T22:45:01,20,"Limbus Company",1973530,58793
2026-03-06T22:45:01,21,Rust,252490,109835
2026-03-06T22:45:01,22,"Stardew Valley",413150,67524
2026-03-06T22:45:01,23,"Battlefield™ 6",2807960,50326
2026-03-06T22:45:01,24,"Delta Force",2507950,67074
2026-03-06T22:45:01,25,"Dead by Daylight",381210,41858
2026-03-06T23:00:01,1,"Counter-Strike 2",730,818432
2026-03-06T23:00:01,2,"PUBG: BATTLEGROUNDS",578080,177320
2026-03-06T23:00:01,3,"Dota 2",570,502543
2026-03-06T23:00:01,4,"Wallpaper Engine",431960,76620
2026-03-06T23:00:01,5,"Slay the Spire 2",2868840,347304
2026-03-06T23:00:01,6,"Apex Legends™",1172470,86138
2026-03-06T23:00:01,7,"ARC Raiders",1808500,186130
2026-03-06T23:00:01,8,"Resident Evil Requiem",3764200,126935
2026-03-06T23:00:01,9,"Geometry Dash",322170,67719
2026-03-06T23:00:01,10,"Counter-Strike: Global Offensive",4465480,16558
2026-03-06T23:00:01,11,"Grand Theft Auto V Legacy",271590,42354
2026-03-06T23:00:01,12,"Tom Clancy's Rainbow Six® Siege X",359550,119736
2026-03-06T23:00:01,13,"Overwatch®",2357570,93458
2026-03-06T23:00:01,14,FiveM,2676230,121315
2026-03-06T23:00:01,15,"War Thunder",236390,51215
2026-03-06T23:00:01,16,Terraria,105600,53549
2026-03-06T23:00:01,17,"Marvel Rivals",2767030,97126
2026-03-06T23:00:01,19,"HELLDIVERS™ 2",553850,63496
2026-03-06T23:00:01,20,"Limbus Company",1973530,60051
2026-03-06T23:00:01,21,Rust,252490,109615
2026-03-06T23:00:01,22,"Stardew Valley",413150,67412
2026-03-06T23:00:01,23,"Battlefield™ 6",2807960,49674
2026-03-06T23:00:01,24,"Delta Force",2507950,69175
2026-03-06T23:00:01,25,"Dead by Daylight",381210,41677
2026-03-06T23:15:02,1,"Counter-Strike 2",730,819965
2026-03-06T23:15:02,2,"PUBG: BATTLEGROUNDS",578080,184654
2026-03-06T23:15:02,3,"Dota 2",570,503560
2026-03-06T23:15:02,4,"Wallpaper Engine",431960,78381
2026-03-06T23:15:02,5,"Slay the Spire 2",2868840,354577
2026-03-06T23:15:02,6,"Apex Legends™",1172470,88589
2026-03-06T23:15:02,7,"ARC Raiders",1808500,186130
2026-03-06T23:15:02,8,"Resident Evil Requiem",3764200,125871
2026-03-06T23:15:02,9,"Geometry Dash",322170,64121
2026-03-06T23:15:02,10,"Counter-Strike: Global Offensive",4465480,16806
2026-03-06T23:15:02,11,"Grand Theft Auto V Legacy",271590,42425
2026-03-06T23:15:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,117870
2026-03-06T23:15:02,13,"Overwatch®",2357570,92325
2026-03-06T23:15:02,14,FiveM,2676230,121315
2026-03-06T23:15:02,15,"War Thunder",236390,51240
2026-03-06T23:15:02,16,Terraria,105600,53549
2026-03-06T23:15:02,17,"Marvel Rivals",2767030,97126
2026-03-06T23:15:02,19,"HELLDIVERS™ 2",553850,63496
2026-03-06T23:15:02,20,"Limbus Company",1973530,60051
2026-03-06T23:15:02,21,Rust,252490,109615
2026-03-06T23:15:02,22,"Stardew Valley",413150,67412
2026-03-06T23:15:02,23,"Battlefield™ 6",2807960,49674
2026-03-06T23:15:02,24,"Delta Force",2507950,69175
2026-03-06T23:15:02,25,"Dead by Daylight",381210,41677
2026-03-06T23:30:02,1,"Counter-Strike 2",730,826197
2026-03-06T23:30:02,2,"PUBG: BATTLEGROUNDS",578080,196464
2026-03-06T23:30:02,3,"Dota 2",570,503560
2026-03-06T23:30:02,4,"Wallpaper Engine",431960,80815
2026-03-06T23:30:02,5,"Slay the Spire 2",2868840,363469
2026-03-06T23:30:02,6,"Apex Legends™",1172470,91414
2026-03-06T23:30:02,7,"ARC Raiders",1808500,183936
2026-03-06T23:30:02,8,"Resident Evil Requiem",3764200,125564
2026-03-06T23:30:02,9,"Geometry Dash",322170,62270
2026-03-06T23:30:02,10,"Counter-Strike: Global Offensive",4465480,17219
2026-03-06T23:30:02,11,"Grand Theft Auto V Legacy",271590,43310
2026-03-06T23:30:02,12,"Tom Clancy's Rainbow Six® Siege X",359550,116222
2026-03-06T23:30:02,13,"Overwatch®",2357570,91845
2026-03-06T23:30:02,14,FiveM,2676230,114846
2026-03-06T23:30:02,15,"War Thunder",236390,51587
